model,question_id,dss,correct_alpha,correct_beta,correct_gamma,correct_answer
biomistral,MQ_0353,0.4712,True,True,False,D
biomistral,MQ_0665,0.4712,False,True,False,B
biomistral,MQ_0694,0.4712,False,False,False,C
biomistral,MQ_0146,0.4716,False,False,False,D
biomistral,MQ_0399,0.4741,False,False,False,C
biomistral,MQ_0391,0.4746,False,False,False,C
biomistral,MQ_0118,0.476,False,False,False,D
biomistral,MQ_0282,0.4768,True,False,False,C
biomistral,MQ_0378,0.4768,False,False,False,A
biomistral,MQ_0122,0.4773,False,False,False,A
biomistral,MQ_0052,0.4776,False,False,False,D
biomistral,MQ_0562,0.4786,True,False,True,D
biomistral,MQ_0060,0.4787,False,False,False,C
biomistral,MQ_0069,0.482,False,False,False,A
biomistral,MQ_0776,0.4829,True,False,True,D
biomistral,MQ_0209,0.4835,False,False,False,A
biomistral,MQ_0036,0.4837,False,False,False,C
biomistral,MQ_0411,0.484,True,False,False,B
biomistral,MQ_0505,0.4853,False,False,False,C
biomistral,MQ_0442,0.4855,False,False,False,B
biomistral,MQ_0191,0.4859,False,False,False,D
biomistral,MQ_0927,0.4885,False,False,False,A
biomistral,MQ_0350,0.4887,True,False,False,D
biomistral,MQ_0717,0.4887,False,False,False,B
biomistral,MQ_0770,0.4887,False,False,False,C
biomistral,MQ_0256,0.4889,False,False,False,D
biomistral,MQ_0440,0.4897,False,False,True,B
biomistral,MQ_0619,0.4897,False,False,False,D
biomistral,MQ_0831,0.4906,False,False,False,A
biomistral,MQ_0714,0.491,True,False,False,A
biomistral,MQ_0895,0.4913,False,False,False,C
biomistral,MQ_0240,0.4914,False,False,False,D
biomistral,MQ_0271,0.492,True,False,False,A
biomistral,MQ_0954,0.4926,False,False,False,C
biomistral,MQ_0760,0.4937,True,False,True,A
biomistral,MQ_0472,0.4939,False,True,False,B
biomistral,MQ_0756,0.4939,True,False,False,B
biomistral,MQ_0522,0.4944,False,False,False,B
biomistral,MQ_0366,0.495,False,False,False,A
biomistral,MQ_0957,0.4957,False,False,False,A
biomistral,MQ_0425,0.4958,False,False,False,A
biomistral,MQ_0686,0.4967,True,False,True,A
biomistral,MQ_0598,0.4969,True,False,False,B
biomistral,MQ_0132,0.4975,True,True,True,D
biomistral,MQ_0781,0.4977,False,False,False,B
biomistral,MQ_0492,0.4985,True,False,False,B
biomistral,MQ_0255,0.4986,False,False,False,A
biomistral,MQ_0130,0.4987,False,False,False,C
biomistral,MQ_0902,0.499,True,False,False,D
biomistral,MQ_0274,0.4992,True,False,False,C
biomistral,MQ_0103,0.4999,False,False,True,D
biomistral,MQ_0091,0.5003,True,False,True,A
biomistral,MQ_0484,0.5004,False,False,False,A
biomistral,MQ_0935,0.5008,False,True,False,A
biomistral,MQ_0941,0.5012,False,False,False,D
biomistral,MQ_0300,0.5014,False,True,False,B
biomistral,MQ_0558,0.5028,True,False,False,D
biomistral,MQ_0149,0.5031,False,False,False,C
biomistral,MQ_0200,0.5042,False,True,True,A
biomistral,MQ_0854,0.5042,False,False,False,C
biomistral,MQ_0952,0.5043,False,False,True,B
biomistral,MQ_0864,0.5047,False,False,False,C
biomistral,MQ_0029,0.507,False,False,False,D
biomistral,MQ_0836,0.5082,False,False,False,C
biomistral,MQ_0231,0.5083,True,False,True,A
biomistral,MQ_0811,0.5088,False,False,False,B
biomistral,MQ_0478,0.5089,False,False,False,D
biomistral,MQ_0971,0.5098,True,False,False,D
biomistral,MQ_0303,0.5118,True,False,False,A
biomistral,MQ_0043,0.5125,False,False,False,D
biomistral,MQ_0305,0.5127,False,False,False,C
biomistral,MQ_0211,0.5145,True,False,True,A
biomistral,MQ_0537,0.5159,False,False,False,B
biomistral,MQ_0292,0.516,False,True,False,C
biomistral,MQ_0084,0.5169,True,False,False,A
biomistral,MQ_0182,0.517,False,False,False,C
biomistral,MQ_0711,0.5171,False,False,False,C
biomistral,MQ_0063,0.5181,False,False,False,B
biomistral,MQ_0911,0.5182,False,False,False,C
biomistral,MQ_0070,0.5189,False,False,False,B
biomistral,MQ_0905,0.5197,False,False,False,B
biomistral,MQ_0540,0.5198,False,False,False,A
biomistral,MQ_0649,0.5206,False,False,False,C
biomistral,MQ_0397,0.5208,False,False,False,A
biomistral,MQ_0324,0.5211,False,False,False,B
biomistral,MQ_0536,0.5215,False,False,False,A
biomistral,MQ_0573,0.5215,False,False,False,C
biomistral,MQ_0878,0.522,True,False,False,C
biomistral,MQ_0852,0.5222,False,False,False,C
biomistral,MQ_0056,0.5224,False,False,False,A
biomistral,MQ_0236,0.5224,False,False,False,A
biomistral,MQ_0276,0.5225,False,False,False,A
biomistral,MQ_0829,0.5235,True,False,False,A
biomistral,MQ_0637,0.5239,False,False,True,A
biomistral,MQ_0176,0.524,True,False,False,A
biomistral,MQ_0924,0.5243,False,False,False,B
biomistral,MQ_0458,0.5249,False,False,False,B
biomistral,MQ_0940,0.5249,False,False,False,B
biomistral,MQ_0360,0.5254,True,False,True,B
biomistral,MQ_0081,0.5262,False,False,False,C
biomistral,MQ_0170,0.5262,True,False,False,D
biomistral,MQ_0746,0.5263,False,False,True,B
biomistral,MQ_0869,0.5271,False,False,False,A
biomistral,MQ_0861,0.5276,False,False,False,A
biomistral,MQ_0687,0.5282,False,False,False,A
biomistral,MQ_0670,0.5289,True,False,False,A
biomistral,MQ_0222,0.5298,False,False,False,C
biomistral,MQ_0194,0.53,False,False,False,C
biomistral,MQ_0640,0.5301,False,False,False,D
biomistral,MQ_0564,0.5302,False,True,False,C
biomistral,MQ_0499,0.5309,False,False,False,D
biomistral,MQ_0193,0.5319,False,False,False,B
biomistral,MQ_0672,0.5327,True,False,False,B
biomistral,MQ_0782,0.5336,True,False,False,B
biomistral,MQ_0515,0.5339,False,False,False,D
biomistral,MQ_0571,0.5346,True,True,False,B
biomistral,MQ_0137,0.5347,False,False,False,B
biomistral,MQ_0534,0.5347,False,False,False,D
biomistral,MQ_0586,0.5348,True,False,False,A
biomistral,MQ_0951,0.5353,False,False,False,D
biomistral,MQ_0802,0.5354,False,False,False,D
biomistral,MQ_0900,0.5357,False,False,False,D
biomistral,MQ_0885,0.5359,False,False,False,C
biomistral,MQ_0947,0.5365,False,True,True,B
biomistral,MQ_0718,0.5366,True,False,False,D
biomistral,MQ_0342,0.5369,False,False,False,A
biomistral,MQ_0617,0.5369,False,False,False,D
biomistral,MQ_0291,0.5376,False,False,False,D
biomistral,MQ_0403,0.538,False,False,False,B
biomistral,MQ_0437,0.5385,False,False,False,B
biomistral,MQ_0668,0.5385,True,False,False,B
biomistral,MQ_0644,0.5408,True,False,False,D
biomistral,MQ_0004,0.541,False,False,False,B
biomistral,MQ_0326,0.5414,False,False,False,B
biomistral,MQ_0400,0.542,False,False,False,A
biomistral,MQ_0262,0.5424,False,False,False,A
biomistral,MQ_0631,0.543,False,False,False,D
biomistral,MQ_0388,0.5432,True,False,False,B
biomistral,MQ_0076,0.5444,False,False,False,D
biomistral,MQ_0723,0.5445,True,False,False,B
biomistral,MQ_0286,0.5448,False,False,False,C
biomistral,MQ_0321,0.5451,False,False,False,A
biomistral,MQ_0418,0.5453,True,False,False,C
biomistral,MQ_0815,0.5459,False,False,False,D
biomistral,MQ_0837,0.546,False,False,False,B
biomistral,MQ_0697,0.5462,False,False,False,B
biomistral,MQ_0441,0.5464,False,False,False,C
biomistral,MQ_0456,0.5478,True,True,False,B
biomistral,MQ_0962,0.5479,True,False,False,B
biomistral,MQ_0034,0.5483,False,True,True,B
biomistral,MQ_0186,0.5491,False,False,False,B
biomistral,MQ_0009,0.5507,False,False,False,D
biomistral,MQ_0304,0.5511,False,False,False,A
biomistral,MQ_0753,0.5511,False,False,False,C
biomistral,MQ_0092,0.5518,False,False,False,A
biomistral,MQ_0455,0.5519,True,False,True,C
biomistral,MQ_0142,0.5521,True,False,True,C
biomistral,MQ_0963,0.5529,False,True,False,D
biomistral,MQ_0566,0.553,True,False,False,A
biomistral,MQ_0832,0.5535,True,False,False,C
biomistral,MQ_0648,0.5536,False,True,True,D
biomistral,MQ_0258,0.5539,False,False,False,D
biomistral,MQ_0088,0.5545,False,False,False,C
biomistral,MQ_0983,0.5548,False,False,False,D
biomistral,MQ_0049,0.5559,False,False,True,A
biomistral,MQ_0328,0.5561,False,True,False,A
biomistral,MQ_0800,0.5562,True,False,False,D
biomistral,MQ_0214,0.5563,True,False,False,C
biomistral,MQ_0936,0.5564,True,False,False,D
biomistral,MQ_0184,0.5566,True,False,False,B
biomistral,MQ_0970,0.5573,False,False,False,D
biomistral,MQ_0433,0.5578,False,False,False,A
biomistral,MQ_0799,0.5581,False,False,False,B
biomistral,MQ_0215,0.559,False,False,False,B
biomistral,MQ_0006,0.5594,False,False,False,C
biomistral,MQ_0874,0.5603,False,False,True,B
biomistral,MQ_0021,0.5605,False,False,False,B
biomistral,MQ_0695,0.5609,True,False,False,D
biomistral,MQ_0080,0.561,True,False,False,D
biomistral,MQ_0527,0.5624,False,False,True,C
biomistral,MQ_0460,0.5625,False,True,False,A
biomistral,MQ_0144,0.563,False,False,False,D
biomistral,MQ_0897,0.563,True,True,False,C
biomistral,MQ_0162,0.5631,False,False,False,C
biomistral,MQ_0863,0.5634,False,False,False,A
biomistral,MQ_0489,0.5637,False,False,True,B
biomistral,MQ_0806,0.5638,False,False,False,C
biomistral,MQ_0250,0.5642,False,False,False,D
biomistral,MQ_0230,0.5644,False,False,False,B
biomistral,MQ_0040,0.5652,False,False,False,A
biomistral,MQ_0208,0.5652,True,True,False,D
biomistral,MQ_0022,0.5653,False,False,False,B
biomistral,MQ_0382,0.5667,False,False,False,B
biomistral,MQ_0890,0.5667,False,False,False,D
biomistral,MQ_0579,0.5672,True,False,False,A
biomistral,MQ_0465,0.5678,True,False,False,A
biomistral,MQ_0027,0.5682,False,False,False,B
biomistral,MQ_0323,0.5689,False,True,False,D
biomistral,MQ_0762,0.5689,False,False,False,C
biomistral,MQ_0928,0.5702,True,False,True,B
biomistral,MQ_0758,0.5705,False,True,True,C
biomistral,MQ_0961,0.5711,False,False,False,A
biomistral,MQ_0582,0.5712,False,False,False,A
biomistral,MQ_0853,0.5719,False,False,True,C
biomistral,MQ_0340,0.5721,True,False,False,B
biomistral,MQ_0907,0.5722,False,False,False,C
biomistral,MQ_0512,0.5724,True,False,False,B
biomistral,MQ_0651,0.5727,False,False,True,C
biomistral,MQ_0101,0.5733,False,False,False,C
biomistral,MQ_0224,0.5733,False,False,False,A
biomistral,MQ_0234,0.5733,False,False,True,B
biomistral,MQ_0721,0.5739,False,False,True,D
biomistral,MQ_0014,0.5741,False,False,False,D
biomistral,MQ_0596,0.5741,False,False,False,B
biomistral,MQ_0155,0.5743,False,False,False,D
biomistral,MQ_0720,0.5747,False,False,False,B
biomistral,MQ_0367,0.575,True,False,False,C
biomistral,MQ_0816,0.575,False,False,False,D
biomistral,MQ_0243,0.5752,False,False,False,B
biomistral,MQ_0165,0.5761,False,False,True,D
biomistral,MQ_0415,0.5762,False,True,False,C
biomistral,MQ_0313,0.5768,False,False,False,B
biomistral,MQ_0595,0.5769,False,False,False,D
biomistral,MQ_0412,0.5773,True,False,False,D
biomistral,MQ_0591,0.5773,False,False,False,C
biomistral,MQ_0413,0.5775,False,False,False,C
biomistral,MQ_0889,0.5776,False,False,False,D
biomistral,MQ_0454,0.5777,False,False,False,B
biomistral,MQ_0896,0.5778,False,False,False,C
biomistral,MQ_0991,0.5782,False,False,False,B
biomistral,MQ_0138,0.5783,False,False,False,C
biomistral,MQ_0016,0.5785,False,False,False,D
biomistral,MQ_0160,0.5785,False,False,False,D
biomistral,MQ_0318,0.5789,False,False,False,A
biomistral,MQ_0019,0.5795,False,False,False,C
biomistral,MQ_0589,0.5798,False,False,False,A
biomistral,MQ_0355,0.5799,False,False,False,D
biomistral,MQ_0188,0.5801,True,False,True,A
biomistral,MQ_0363,0.5804,False,False,False,B
biomistral,MQ_0844,0.5808,False,False,False,B
biomistral,MQ_0495,0.5809,False,False,False,A
biomistral,MQ_0733,0.581,True,False,False,D
biomistral,MQ_0298,0.5811,False,True,False,A
biomistral,MQ_0248,0.5816,False,False,False,A
biomistral,MQ_0135,0.5817,False,False,False,B
biomistral,MQ_0805,0.5822,False,True,False,A
biomistral,MQ_0161,0.5823,True,False,True,B
biomistral,MQ_0308,0.5824,False,False,False,B
biomistral,MQ_0605,0.5841,False,False,False,B
biomistral,MQ_0613,0.5841,False,False,False,C
biomistral,MQ_0881,0.5841,True,False,False,A
biomistral,MQ_0168,0.5845,False,False,False,C
biomistral,MQ_0346,0.5847,True,False,False,A
biomistral,MQ_0299,0.5852,True,True,False,A
biomistral,MQ_0405,0.5855,False,False,False,B
biomistral,MQ_0942,0.5856,False,False,False,D
biomistral,MQ_0577,0.5858,False,False,False,B
biomistral,MQ_0944,0.5859,False,False,False,C
biomistral,MQ_0419,0.586,True,True,False,B
biomistral,MQ_0003,0.5861,False,False,False,C
biomistral,MQ_0780,0.5862,False,True,False,C
biomistral,MQ_0100,0.5864,False,False,False,C
biomistral,MQ_0791,0.5865,False,False,False,B
biomistral,MQ_0719,0.5868,True,False,False,B
biomistral,MQ_0775,0.5869,True,True,False,A
biomistral,MQ_0840,0.5873,False,False,False,C
biomistral,MQ_0675,0.5874,False,False,False,B
biomistral,MQ_0128,0.588,False,True,False,A
biomistral,MQ_0030,0.5883,False,False,True,D
biomistral,MQ_0125,0.5884,False,False,False,C
biomistral,MQ_0156,0.5886,True,False,False,A
biomistral,MQ_0945,0.5886,False,False,True,A
biomistral,MQ_0939,0.5889,False,False,False,D
biomistral,MQ_0847,0.589,False,False,False,B
biomistral,MQ_0257,0.5893,False,False,False,B
biomistral,MQ_0768,0.5894,False,False,False,D
biomistral,MQ_0439,0.5896,False,False,False,D
biomistral,MQ_0428,0.5907,False,False,False,A
biomistral,MQ_0028,0.5909,False,False,False,D
biomistral,MQ_0053,0.591,False,False,True,C
biomistral,MQ_0337,0.5914,False,False,False,C
biomistral,MQ_0683,0.5914,False,False,False,C
biomistral,MQ_0145,0.5918,False,False,False,D
biomistral,MQ_0480,0.5921,False,False,False,B
biomistral,MQ_0370,0.5922,False,False,False,D
biomistral,MQ_0158,0.5929,False,False,False,C
biomistral,MQ_0123,0.5931,False,False,False,C
biomistral,MQ_0910,0.5931,True,False,False,A
biomistral,MQ_0998,0.5936,True,False,False,D
biomistral,MQ_0148,0.5941,False,False,False,C
biomistral,MQ_0563,0.5945,True,True,False,C
biomistral,MQ_0508,0.5946,False,False,False,A
biomistral,MQ_0610,0.5955,False,False,True,B
biomistral,MQ_0663,0.5961,False,False,False,D
biomistral,MQ_0569,0.5968,False,False,False,A
biomistral,MQ_0556,0.5976,True,False,False,D
biomistral,MQ_0525,0.5983,False,False,True,A
biomistral,MQ_0629,0.5985,False,False,False,D
biomistral,MQ_0015,0.5988,False,False,False,D
biomistral,MQ_0949,0.5988,True,True,False,C
biomistral,MQ_0377,0.5989,False,False,False,A
biomistral,MQ_0051,0.5995,False,False,False,B
biomistral,MQ_0511,0.5998,False,False,False,C
biomistral,MQ_0982,0.6001,False,False,False,B
biomistral,MQ_0550,0.6005,False,False,False,B
biomistral,MQ_0701,0.6006,True,True,False,C
biomistral,MQ_0529,0.6007,False,False,False,B
biomistral,MQ_0764,0.6007,False,False,False,D
biomistral,MQ_0452,0.601,False,False,False,D
biomistral,MQ_0955,0.6014,False,False,True,C
biomistral,MQ_0393,0.6018,True,False,True,C
biomistral,MQ_0526,0.6018,False,False,False,B
biomistral,MQ_0319,0.602,False,False,True,C
biomistral,MQ_0267,0.6025,False,False,False,C
biomistral,MQ_0490,0.6027,False,False,False,A
biomistral,MQ_0876,0.6027,False,False,False,D
biomistral,MQ_0790,0.6029,False,False,True,A
biomistral,MQ_0925,0.6031,False,False,False,A
biomistral,MQ_0879,0.604,False,False,False,A
biomistral,MQ_0792,0.6041,True,False,False,B
biomistral,MQ_0121,0.6052,False,False,False,D
biomistral,MQ_0171,0.6053,False,False,False,A
biomistral,MQ_0793,0.6053,True,False,False,D
biomistral,MQ_0025,0.6056,False,False,False,C
biomistral,MQ_0154,0.6064,False,False,False,A
biomistral,MQ_0002,0.6068,True,False,False,C
biomistral,MQ_0309,0.6069,True,False,True,D
biomistral,MQ_0356,0.607,False,False,False,B
biomistral,MQ_0372,0.6072,True,False,False,C
biomistral,MQ_0447,0.608,True,False,False,B
biomistral,MQ_0867,0.6085,True,False,False,A
biomistral,MQ_0074,0.6093,False,False,False,C
biomistral,MQ_0423,0.6095,False,False,False,A
biomistral,MQ_0528,0.6097,True,False,False,C
biomistral,MQ_0922,0.61,False,False,False,A
biomistral,MQ_0946,0.61,False,False,False,D
biomistral,MQ_0704,0.6116,False,False,False,B
biomistral,MQ_0580,0.6117,False,False,False,B
biomistral,MQ_0814,0.6118,False,False,False,D
biomistral,MQ_1000,0.6119,False,False,False,B
biomistral,MQ_0020,0.6122,True,False,False,D
biomistral,MQ_0203,0.6122,False,False,False,C
biomistral,MQ_0183,0.6123,False,False,False,A
biomistral,MQ_0700,0.6125,False,False,False,B
biomistral,MQ_0023,0.6126,True,False,True,A
biomistral,MQ_0238,0.6126,False,False,False,D
biomistral,MQ_0735,0.6128,True,False,True,D
biomistral,MQ_0320,0.6129,True,True,False,C
biomistral,MQ_0607,0.6131,False,False,False,C
biomistral,MQ_0795,0.6131,False,True,False,D
biomistral,MQ_0708,0.6135,False,False,True,B
biomistral,MQ_0332,0.6136,True,False,False,D
biomistral,MQ_0153,0.6137,False,False,False,D
biomistral,MQ_0820,0.614,True,False,False,B
biomistral,MQ_0206,0.6147,False,False,False,B
biomistral,MQ_0302,0.6147,False,False,False,A
biomistral,MQ_0331,0.6153,False,False,False,C
biomistral,MQ_0743,0.6153,False,True,False,C
biomistral,MQ_0246,0.6155,False,False,False,B
biomistral,MQ_0264,0.6158,False,False,False,D
biomistral,MQ_0542,0.6158,False,False,False,D
biomistral,MQ_0583,0.6166,False,False,False,C
biomistral,MQ_0205,0.6169,False,False,False,C
biomistral,MQ_0872,0.6172,False,False,False,B
biomistral,MQ_0839,0.6177,False,False,False,B
biomistral,MQ_0533,0.6179,False,False,False,B
biomistral,MQ_0120,0.6185,False,False,False,D
biomistral,MQ_0673,0.6192,True,False,False,C
biomistral,MQ_0202,0.6197,True,False,False,B
biomistral,MQ_0047,0.6204,True,False,False,D
biomistral,MQ_0887,0.6207,True,True,False,C
biomistral,MQ_0642,0.621,False,True,True,C
biomistral,MQ_0064,0.6211,True,False,False,C
biomistral,MQ_0232,0.6218,True,False,False,D
biomistral,MQ_0339,0.6219,False,False,False,D
biomistral,MQ_0737,0.6219,False,False,False,D
biomistral,MQ_0898,0.622,False,False,False,A
biomistral,MQ_0709,0.6223,False,False,False,C
biomistral,MQ_0919,0.6228,False,False,False,B
biomistral,MQ_0228,0.6229,False,False,False,A
biomistral,MQ_0449,0.6229,True,False,False,B
biomistral,MQ_0174,0.6233,False,False,False,D
biomistral,MQ_0731,0.6234,True,True,True,C
biomistral,MQ_0430,0.624,False,True,False,D
biomistral,MQ_0688,0.6242,False,False,False,B
biomistral,MQ_0073,0.6244,False,False,False,B
biomistral,MQ_0994,0.625,False,False,False,C
biomistral,MQ_0217,0.6271,False,False,False,B
biomistral,MQ_0906,0.6282,False,False,False,B
biomistral,MQ_0646,0.6283,False,True,False,A
biomistral,MQ_0788,0.6286,False,False,False,C
biomistral,MQ_0018,0.6287,False,False,False,D
biomistral,MQ_0336,0.6287,True,False,True,D
biomistral,MQ_0471,0.6296,False,False,False,A
biomistral,MQ_0446,0.6297,False,False,False,B
biomistral,MQ_0380,0.6298,True,False,True,C
biomistral,MQ_0855,0.63,False,False,False,B
biomistral,MQ_0251,0.6308,False,False,False,A
biomistral,MQ_0917,0.6308,False,False,False,D
biomistral,MQ_0997,0.6309,False,False,False,D
biomistral,MQ_0095,0.6312,True,False,False,C
biomistral,MQ_0933,0.6312,False,False,False,C
biomistral,MQ_0680,0.6317,False,True,False,C
biomistral,MQ_0990,0.6317,True,False,False,A
biomistral,MQ_0252,0.6327,False,False,False,D
biomistral,MQ_0402,0.6327,False,True,False,A
biomistral,MQ_0301,0.6328,False,False,False,B
biomistral,MQ_0801,0.6329,False,True,False,B
biomistral,MQ_0626,0.6332,False,False,False,B
biomistral,MQ_0131,0.6333,False,False,False,B
biomistral,MQ_0273,0.6335,True,False,False,D
biomistral,MQ_0724,0.6337,False,False,False,D
biomistral,MQ_0628,0.6339,True,False,True,D
biomistral,MQ_0115,0.634,True,False,False,A
biomistral,MQ_0451,0.6342,False,False,False,B
biomistral,MQ_0602,0.6344,True,False,True,B
biomistral,MQ_0107,0.6345,False,True,False,B
biomistral,MQ_0159,0.6349,True,False,False,A
biomistral,MQ_0678,0.635,False,False,False,A
biomistral,MQ_0546,0.6355,False,False,False,D
biomistral,MQ_0584,0.6356,False,False,False,C
biomistral,MQ_0126,0.636,False,True,False,B
biomistral,MQ_0333,0.6363,True,False,False,C
biomistral,MQ_0554,0.6363,False,False,False,A
biomistral,MQ_0147,0.6364,False,False,False,C
biomistral,MQ_0033,0.6371,False,False,True,B
biomistral,MQ_0830,0.6371,True,False,False,C
biomistral,MQ_0235,0.6376,True,False,True,A
biomistral,MQ_0045,0.6379,False,False,False,D
biomistral,MQ_0757,0.6381,False,False,False,D
biomistral,MQ_0773,0.6381,False,False,False,D
biomistral,MQ_0278,0.6387,False,False,False,B
biomistral,MQ_0690,0.6388,False,False,False,D
biomistral,MQ_0140,0.6397,False,False,False,A
biomistral,MQ_0886,0.6402,False,False,False,C
biomistral,MQ_0517,0.6406,True,False,True,C
biomistral,MQ_0647,0.6407,False,False,False,D
biomistral,MQ_0369,0.6408,True,False,False,A
biomistral,MQ_0551,0.641,False,False,False,B
biomistral,MQ_0483,0.6413,True,False,True,A
biomistral,MQ_0136,0.6417,True,True,False,A
biomistral,MQ_0385,0.6417,False,False,False,C
biomistral,MQ_0888,0.6423,False,False,False,A
biomistral,MQ_0761,0.6425,False,False,False,B
biomistral,MQ_0343,0.6426,True,False,False,B
biomistral,MQ_0467,0.6427,False,False,False,B
biomistral,MQ_0506,0.6429,True,False,False,D
biomistral,MQ_0470,0.6432,True,False,False,A
biomistral,MQ_0314,0.6437,False,False,False,C
biomistral,MQ_0747,0.6437,False,False,False,D
biomistral,MQ_0920,0.6438,False,True,True,A
biomistral,MQ_0094,0.644,True,True,False,C
biomistral,MQ_0871,0.6444,True,True,False,B
biomistral,MQ_0390,0.645,False,False,False,C
biomistral,MQ_0767,0.645,False,False,False,A
biomistral,MQ_0001,0.6451,False,False,False,B
biomistral,MQ_0005,0.6451,True,True,True,A
biomistral,MQ_0544,0.6452,False,False,False,A
biomistral,MQ_0684,0.6454,True,False,False,A
biomistral,MQ_0406,0.6455,False,True,False,C
biomistral,MQ_0341,0.6456,False,False,False,A
biomistral,MQ_0058,0.6458,False,True,False,A
biomistral,MQ_0592,0.6463,False,False,False,C
biomistral,MQ_0901,0.647,True,True,True,C
biomistral,MQ_0254,0.6471,False,False,False,D
biomistral,MQ_0196,0.6476,True,False,False,A
biomistral,MQ_0435,0.6477,False,False,False,D
biomistral,MQ_0860,0.6479,False,False,True,C
biomistral,MQ_0857,0.6481,False,False,False,D
biomistral,MQ_0280,0.6482,False,False,False,C
biomistral,MQ_0503,0.6485,True,False,False,A
biomistral,MQ_0655,0.6485,False,False,False,D
biomistral,MQ_0035,0.649,False,False,False,A
biomistral,MQ_0752,0.6492,False,False,False,D
biomistral,MQ_0093,0.6494,False,False,False,B
biomistral,MQ_0249,0.6495,True,False,False,A
biomistral,MQ_0046,0.6499,True,False,False,D
biomistral,MQ_0588,0.6499,True,True,False,B
biomistral,MQ_0658,0.6502,True,True,True,D
biomistral,MQ_0699,0.6505,False,False,False,A
biomistral,MQ_0858,0.6506,False,False,False,C
biomistral,MQ_0396,0.6509,True,False,False,A
biomistral,MQ_0974,0.6509,True,True,True,C
biomistral,MQ_0892,0.651,True,False,False,C
